"District Administrative Assistant","Alexander Valley School District"
"Mental Health Counselor","Alexander Valley School District"
"Principal Designee","Alexander Valley School District"
"Resource Specialist Program Teacher/MAA Coordinator","Alexander Valley School District"
"School Nurse ","Alexander Valley School District"
"School Psychologist ","Alexander Valley School District"
"Speech and Language Specialist","Alexander Valley School District"
Superintendent/Principal,"Alexander Valley School District"
"Communication Specialist (Speech Therapist)","Arcata Elementary School District"
"District Secretary/Account Technician","Arcata Elementary School District"
"Instructional Aide","Arcata Elementary School District"
"Intermediate School Counselor","Arcata Elementary School District"
"Office Aide","Arcata Elementary School District"
"Resource Specialist Teacher","Arcata Elementary School District"
"School Nurse","Arcata Elementary School District"
"School Psychologist","Arcata Elementary School District"
Superintendent,"Arcata Elementary School District"
"Teacher of the Educable Mentally Retarded","Arcata Elementary School District"
"Teacher - Learning Efficiency Development Program ","Arcata Elementary School District"
"Behavior Intervention Specialist Assistant","Bellevue Union School District"
"Coordinator of School Nursing Programs","Bellevue Union School District"
"Counselor Intern Supervisor","Bellevue Union School District"
"Director of Counseling","Bellevue Union School District"
"Elementary Classroom Teacher - Educationally Handicapped and Learning Disabilty","Bellevue Union School District"
"Family Advocate","Bellevue Union School District"
"Full Inclusion Teacher - Case Manager","Bellevue Union School District"
Principal,"Bellevue Union School District"
"School Nurse","Bellevue Union School District"
"School Psychologist","Bellevue Union School District"
"Special Education Coordinator","Bellevue Union School District"
"Special Education Director","Bellevue Union School District"
"Speech, Hearing and Language Specialist","Bellevue Union School District"
Superintendent,"Bellevue Union School District"
"Attendance Clerk","Blue Lake Union Elementary School District"
"Business Manager","Blue Lake Union Elementary School District"
"Healthy Start Case Manager ","Blue Lake Union Elementary School District"
"Healthy Start Coordinator","Blue Lake Union Elementary School District"
"Healthy Start Parent Liaison","Blue Lake Union Elementary School District"
"Mental Health Consultant","Blue Lake Union Elementary School District"
"Outreach Advocate","Blue Lake Union Elementary School District"
"Resource Specialist Teacher","Blue Lake Union Elementary School District"
"School Nurse","Blue Lake Union Elementary School District"
"Superintendent Confidential Secretary/Assistant Business Manager","Blue Lake Union Elementary School District"
Superintendent/Principal,"Blue Lake Union Elementary School District"
Vice-Principal,"Blue Lake Union Elementary School District"
"Clean and Sober Counselor","CAL-SAFE (SCOE)"
"Department Accounting Coordinator","CAL-SAFE (SCOE)"
"Director, Youth Development, Support & Leadership","CAL-SAFE (SCOE)"
"Principal, Cal-SAFE Program","CAL-SAFE (SCOE)"
"Teacher, Cal-SAFE","CAL-SAFE (SCOE)"
"Teacher, Pregnant Minor Program","CAL-SAFE (SCOE)"
"Teaching Assistant, Court and Community School","CAL-SAFE (SCOE)"
"Business Manager/MAA Coordinator","Cinnabar Elementary School District"
"Classroom Teacher","Cinnabar Elementary School District"
Counselor,"Cinnabar Elementary School District"
"English Language Development Teacher","Cinnabar Elementary School District"
"Full Inclusion Specialist","Cinnabar Elementary School District"
"Resource Specialist Teacher","Cinnabar Elementary School District"
"School Nurse","Cinnabar Elementary School District"
"Secretary/Office Clerk","Cinnabar Elementary School District"
Superintendent/Principal,"Cinnabar Elementary School District"
"Director of Transportation","Cloverdale Unified School District"
"District Superintendent ","Cloverdale Unified School District"
"Full Inclusion Case Manager ","Cloverdale Unified School District"
Principal,"Cloverdale Unified School District"
"Resource Teacher","Cloverdale Unified School District"
"School Counselor ","Cloverdale Unified School District"
"School Psychologist ","Cloverdale Unified School District"
"Special Day Class Teacher","Cloverdale Unified School District"
"Special Education Coordinator","Cloverdale Unified School District"
"Speech Therapist/MAA Coordinator","Cloverdale Unified School District"
"Assistant Principal - High School","Cotati-Rohnert Park Unified School District"
"Assistant Principal - Junior High School","Cotati-Rohnert Park Unified School District"
"Director of Special Education","Cotati-Rohnert Park Unified School District"
"Elementary School Counselor","Cotati-Rohnert Park Unified School District"
"Executive Director","Cotati-Rohnert Park Unified School District"
"Family Advocate","Cotati-Rohnert Park Unified School District"
"Intake Worker","Cotati-Rohnert Park Unified School District"
"Principal - Continuation High School","Cotati-Rohnert Park Unified School District"
"Principal - Elementary School ","Cotati-Rohnert Park Unified School District"
"Principal - High School","Cotati-Rohnert Park Unified School District"
"Principal - Middle School","Cotati-Rohnert Park Unified School District"
"Resource Specialist Teacher","Cotati-Rohnert Park Unified School District"
"School Nurse","Cotati-Rohnert Park Unified School District"
"School Psychologist","Cotati-Rohnert Park Unified School District"
"Secondary School Counselor","Cotati-Rohnert Park Unified School District"
"Staff Secretary - Special Education","Cotati-Rohnert Park Unified School District"
"Healthy Start Assistant Coordinator","Cuddeback Union Elementary School District"
"Healthy Start Coordinator ","Cuddeback Union Elementary School District"
Principal,"Cuddeback Union Elementary School District"
"School Counselor","Cuddeback Union Elementary School District"
"School Secretary","Cuddeback Union Elementary School District"
"Speech/Language Therapist","Cuddeback Union Elementary School District"
Superintendent,"Cuddeback Union Elementary School District"
"Superintendent/Principal ","Cuddeback Union Elementary School District"
"Account Clerk II","Del Norte County Unified School District"
"Administrative Secretary","Del Norte County Unified School District"
"Assistant Principal","Del Norte County Unified School District"
"Assistant Superintendent, Curriculum and Instructional Services","Del Norte County Unified School District"
"Attendance Assistant ","Del Norte County Unified School District"
"Attendance Officer","Del Norte County Unified School District"
"Bilingual Coordinator","Del Norte County Unified School District"
"Castle Rock Charter School Principal ","Del Norte County Unified School District"
"Clerical Assistant","Del Norte County Unified School District"
Counselor,"Del Norte County Unified School District"
"Deputy Superintendent","Del Norte County Unified School District"
"Director of Communications & Grant Development","Del Norte County Unified School District"
"Director of Educational Options","Del Norte County Unified School District"
"Director of Educational Outreach","Del Norte County Unified School District"
"Director of Educational Services","Del Norte County Unified School District"
"Director of Fiscal Services","Del Norte County Unified School District"
"Director of Food Services","Del Norte County Unified School District"
"Director of Special Education","Del Norte County Unified School District"
"Director of Special Projects","Del Norte County Unified School District"
"Director of Transportation","Del Norte County Unified School District"
"Elementary Principal","Del Norte County Unified School District"
"Executive Secretary","Del Norte County Unified School District"
"Family Liaison","Del Norte County Unified School District"
"Health Services Assistant I","Del Norte County Unified School District"
"Healthy Start Coordinator","Del Norte County Unified School District"
"Language, Speech and Hearing Specialist","Del Norte County Unified School District"
"Middle School Principal","Del Norte County Unified School District"
"Occupational Therapist","Del Norte County Unified School District"
"Principal of Educational Options","Del Norte County Unified School District"
"Principal, High School","Del Norte County Unified School District"
"Project/Program Coordinator","Del Norte County Unified School District"
"School Nurse","Del Norte County Unified School District"
"School Psychologist","Del Norte County Unified School District"
"School Secretary/SARB Secretary","Del Norte County Unified School District"
"Secretary I","Del Norte County Unified School District"
"Secretary II","Del Norte County Unified School District"
"Special Education Coordinator","Del Norte County Unified School District"
"Speech, Language, and Hearing Therapist ","Del Norte County Unified School District"
Superintendent,"Del Norte County Unified School District"
Teacher,"Del Norte County Unified School District"
"Assistant Superintendent","Eureka City School District"
"Associate Superintendent - Human Resources","Eureka City School District"
"Community Liaison","Eureka City School District"
Counselor,"Eureka City School District"
"Director of Special Education","Eureka City School District"
"Director of Special Education/Psychology","Eureka City School District"
"Educational Services Technician","Eureka City School District"
"Family Services Advocate","Eureka City School District"
"Health Aide","Eureka City School District"
"Health Services Specialist","Eureka City School District"
"Healthy Start Coordinator","Eureka City School District"
"MAA Coordinator","Eureka City School District"
Nurse,"Eureka City School District"
Psychologist,"Eureka City School District"
"Psychology Intern","Eureka City School District"
"Senior Clerk Typist","Eureka City School District"
"Special Services Manager","Eureka City School District"
"Speech Therapist","Eureka City School District"
"Student Services Guidance Technician","Eureka City School District"
"Student Support Technician","Eureka City School District"
"Teacher (Human Growth & Development)","Eureka City School District"
"District Superintendent","Forestville Union School District"
"English Language Development Coordinator","Forestville Union School District"
Principal,"Forestville Union School District"
"Resource Teacher","Forestville Union School District"
"School Counselor","Forestville Union School District"
"Special Education and Student Services Coordinator","Forestville Union School District"
"Administrative Assistant","Fortuna Elementary School District"
Counselor/Psychologist,"Fortuna Elementary School District"
"District Superintendent","Fortuna Elementary School District"
"ELL Education Teacher","Fortuna Elementary School District"
"Health Aide","Fortuna Elementary School District"
"Healthy Start Coordinator","Fortuna Elementary School District"
"Healthy Start Nurse","Fortuna Elementary School District"
"Home to School Liaison","Fortuna Elementary School District"
Principal,"Fortuna Elementary School District"
"Resource Specialist","Fortuna Elementary School District"
"School Social Worker ","Fortuna Elementary School District"
Secretary,"Fortuna Elementary School District"
"Special Education Teacher - Severe/Multiple Handicapped Classroom and Special Day Class Instruction","Fortuna Elementary School District"
"Student Services Liaison","Fortuna Elementary School District"
Superintendent,"Fortuna Elementary School District"
"Academic Teacher","Fortuna High School District"
"Coordinator of Substance Abuse & Anger Management Services","Fortuna High School District"
"Coordinator, Special Education","Fortuna High School District"
Counselor,"Fortuna High School District"
"Dean of Students","Fortuna High School District"
"Eel River Valley Regional Partnership Coordinator/Case Manager","Fortuna High School District"
"Paraprofessional, Special Education","Fortuna High School District"
Principal,"Fortuna High School District"
"Program Director/Site Supervisor - Child Development/Teen Parent Program","Fortuna High School District"
"School Nurse","Fortuna High School District"
"School Psychologist","Fortuna High School District"
"Secretary, Continuation High School","Fortuna High School District"
"Secretary, Disciplinarian","Fortuna High School District"
"Special Education Teacher","Fortuna High School District"
"Speech/Language Therapist","Fortuna High School District"
"Substance Abuse and Anger Management Coordinator ","Fortuna High School District"
Superintendent,"Fortuna High School District"
"Vice Principal/Principal","Fortuna High School District"
"Youth Development Services Advocate","Fortuna High School District"
"District Administrative Assistant","Geyserville Unified School District"
"District Superintendent","Geyserville Unified School District"
"Public School Principal","Geyserville Unified School District"
"Resource Specialist Program (RSP) Teacher","Geyserville Unified School District"
"Student Support Services Liaison","Geyserville Unified School District"
"1:1 Aide","Guerneville Elementary School District"
"Business Manager","Guerneville Elementary School District"
Counselor,"Guerneville Elementary School District"
"Elementary Principal/Project Director","Guerneville Elementary School District"
"Full Inclusion Aide","Guerneville Elementary School District"
"Health Technician","Guerneville Elementary School District"
Principal,"Guerneville Elementary School District"
"RSP Teacher","Guerneville Elementary School District"
"School Secretary","Guerneville Elementary School District"
"Speech Therapist","Guerneville Elementary School District"
Superintendent/Principal,"Guerneville Elementary School District"
"Teacher: K-4 RSP/SDC Class","Guerneville Elementary School District"
"Temporary Support Assistant","Guerneville Elementary School District"
"Truancy Clerk","Guerneville Elementary School District"
"Administrative Assistant","Harmony Union School District"
"Cafeteria Clerk","Harmony Union School District"
"Health Technician","Harmony Union School District"
Superintendent/Principal,"Harmony Union School District"
"Administrative Secretary","Healdsburg Unified School District"
"Assistant Principal - Secondary","Healdsburg Unified School District"
"Bilingual Administrative Secretary","Healdsburg Unified School District"
"Bilingual School Secretary","Healdsburg Unified School District"
"Community Liaison/Bilingual Family Mentor","Healdsburg Unified School District"
"Coordinator of Pupil Services","Healdsburg Unified School District"
"Coordinator of Special Programs","Healdsburg Unified School District"
"Director of  Student Services","Healdsburg Unified School District"
"Director of Business Services","Healdsburg Unified School District"
"Director of Instructional Services","Healdsburg Unified School District"
"Director, My Body is Healthy Program","Healdsburg Unified School District"
"Guidance Counselor, Elementary","Healdsburg Unified School District"
"Guidance Counselor, Secondary","Healdsburg Unified School District"
"Health Assistant","Healdsburg Unified School District"
"Healthy Start Health Assistant","Healdsburg Unified School District"
"Healthy Start Recreation Coordinator","Healdsburg Unified School District"
"Healthy Start Site Coordinator","Healdsburg Unified School District"
Nurse,"Healdsburg Unified School District"
"Office Assistant","Healdsburg Unified School District"
"Principal - Elementary, K-6","Healdsburg Unified School District"
"Principal - Secondary, 7-12","Healdsburg Unified School District"
Psychologist,"Healdsburg Unified School District"
"Resource Specialists","Healdsburg Unified School District"
"School Secretary","Healdsburg Unified School District"
"Site Supervisor (State Preschool Program)","Healdsburg Unified School District"
"Teacher - Elementary","Healdsburg Unified School District"
"Teacher - Secondary","Healdsburg Unified School District"
"Teacher - Severely Handicapped Full Inclusion","Healdsburg Unified School District"
"Teacher - Severely Handicapped Transition","Healdsburg Unified School District"
"WorkAbility Specialist","Healdsburg Unified School District"
"Bilingual Youth Worker","Horicon Elementary School District"
"Business Manager","Horicon Elementary School District"
"Resource Specialist Program Teacher","Horicon Elementary School District"
"School Counselor","Horicon Elementary School District"
"School Nurse","Horicon Elementary School District"
"School Psychologist","Horicon Elementary School District"
"School Secretary","Horicon Elementary School District"
"Speech Therapist","Horicon Elementary School District"
Superintendent/Principal,"Horicon Elementary School District"
"Adapted Physical Education Teacher","Humboldt County Office of Education"
"Assistant Superintendent for Student Programs and Services","Humboldt County Office of Education"
"Associate Principal","Humboldt County Office of Education"
"Behavior Specialist","Humboldt County Office of Education"
"Behavior/Counselor Specialist","Humboldt County Office of Education"
"Coordinator of Instructional Support Services ","Humboldt County Office of Education"
"Court/Community School Teacher","Humboldt County Office of Education"
"Curriculum Resource Specialist","Humboldt County Office of Education"
"Department Secretary â€“ Special Services","Humboldt County Office of Education"
"Director of Special Education Programs and Services","Humboldt County Office of Education"
"Director of Student Programs and Services","Humboldt County Office of Education"
"Drug and Alcohol Specialist","Humboldt County Office of Education"
"Fiscal Accountability Supervisor","Humboldt County Office of Education"
"Foster Youth Services Technician Court & Community Schools","Humboldt County Office of Education"
"Gang Risk Intervention Program (GRIP) Coordinator","Humboldt County Office of Education"
"Health Coordinator","Humboldt County Office of Education"
"Hearing Impaired Services Teacher","Humboldt County Office of Education"
"Infant/Pre-School Services Teacher","Humboldt County Office of Education"
"Instructional Aide/Infant Preschool","Humboldt County Office of Education"
"Intermediate Office Clerk","Humboldt County Office of Education"
"Licensed Vocational Nurse/Instructional Assistant","Humboldt County Office of Education"
"Medical Clerk","Humboldt County Office of Education"
"Occupational Therapist","Humboldt County Office of Education"
"Pre-Kindergarten Special Education Program Manager","Humboldt County Office of Education"
"Principal Account Technician","Humboldt County Office of Education"
"Principal for Special Day Classes","Humboldt County Office of Education"
"Principal, Glen Paul Center","Humboldt County Office of Education"
"Principal/Coordinator, Alternative Education","Humboldt County Office of Education"
"Principal/Coordinator, Special Education Programs and Services ","Humboldt County Office of Education"
"Resource Specialist Teacher","Humboldt County Office of Education"
"School Nurse","Humboldt County Office of Education"
"School Psychologist","Humboldt County Office of Education"
"School Secretary/Glen Paul Center","Humboldt County Office of Education"
"SELPA Director","Humboldt County Office of Education"
"Site Supervisor, Glen Paul Center","Humboldt County Office of Education"
"SKIP Enrollment Specialist","Humboldt County Office of Education"
"Special Education Teacher","Humboldt County Office of Education"
"Special Education Teacher - Severe/Multiple Handicapped Classroom and Special Day Class Instruction","Humboldt County Office of Education"
"Special Project Teacher","Humboldt County Office of Education"
"Speech/Language Therapist","Humboldt County Office of Education"
"Speech-Language Pathologist","Humboldt County Office of Education"
Superintendent,"Humboldt County Office of Education"
"Tapestry Grant Coordinator/At-Risk Specialist","Humboldt County Office of Education"
"Transportation Supervisor","Humboldt County Office of Education"
"Visually Handicapped Services Teacher","Humboldt County Office of Education"
"Counselor - Middle School","Kelseyville Unified School District"
"Director of Student Support Services","Kelseyville Unified School District"
"Health Aide/Clerk","Kelseyville Unified School District"
"Language and Speech Pathologist","Kelseyville Unified School District"
Nurse,"Kelseyville Unified School District"
"Occupational Therapist","Kelseyville Unified School District"
"Parent/Community Coordinator","Kelseyville Unified School District"
Principal,"Kelseyville Unified School District"
Psychologist,"Kelseyville Unified School District"
"School Counselor","Kelseyville Unified School District"
"Special Day Class Teacher - Learning Handicapped","Kelseyville Unified School District"
"Special Day Class Teacher - Severely Handicapped - Primary Level","Kelseyville Unified School District"
"Special Day Class Teacher - Severely Handicapped - Secondary Level","Kelseyville Unified School District"
"After School Program Director","Kid Street Learning Center"
"Business Manager/MAA Coordinator","Kid Street Learning Center"
"Executive Director","Kid Street Learning Center"
"Office Manager","Kid Street Learning Center"
Teacher,"Kid Street Learning Center"
"Assistant High School Principal","Klamath-Trinity Joint Unified School District"
"Coordinator, Special Education","Klamath-Trinity Joint Unified School District"
"District Health Services/Mandate Compliance Coordinator","Klamath-Trinity Joint Unified School District"
"Elementary Coordinator of Student & Parent Activities","Klamath-Trinity Joint Unified School District"
"Family Services Advocate","Klamath-Trinity Joint Unified School District"
"Health Technician/Clerk","Klamath-Trinity Joint Unified School District"
"Healthy Start Coordinator","Klamath-Trinity Joint Unified School District"
"Indian Education and Native Language Director","Klamath-Trinity Joint Unified School District"
"Instructional Assistant - Special Needs","Klamath-Trinity Joint Unified School District"
Nurse,"Klamath-Trinity Joint Unified School District"
"Outreach Consultant I","Klamath-Trinity Joint Unified School District"
"Outreach Consultant II","Klamath-Trinity Joint Unified School District"
Principal,"Klamath-Trinity Joint Unified School District"
"Program Coordinator/Site Supervisor","Klamath-Trinity Joint Unified School District"
Psychologist,"Klamath-Trinity Joint Unified School District"
"Resource Specialist Program Teacher","Klamath-Trinity Joint Unified School District"
"School Counselor","Klamath-Trinity Joint Unified School District"
"School Psychologist","Klamath-Trinity Joint Unified School District"
"SDC Teacher","Klamath-Trinity Joint Unified School District"
"Secondary Classroom Teacher - Special Education (EMR)","Klamath-Trinity Joint Unified School District"
"Special Education Coordinator","Klamath-Trinity Joint Unified School District"
"Special Education Director","Klamath-Trinity Joint Unified School District"
"Speech Therapist","Klamath-Trinity Joint Unified School District"
Superintendent,"Klamath-Trinity Joint Unified School District"
"Assistant Principal","Konocti Unified School District"
"Assistant Superintendent","Konocti Unified School District"
"Continuation High School Secretary","Konocti Unified School District"
"Director of Educational Support Services","Konocti Unified School District"
"Director of Special Education","Konocti Unified School District"
"District Nurse","Konocti Unified School District"
"Education Planning Specialist","Konocti Unified School District"
"Health Technician/Clerk","Konocti Unified School District"
"High School Counselor","Konocti Unified School District"
"High School Principal ","Konocti Unified School District"
"Intermediate School Counselor","Konocti Unified School District"
"Licensed Vocational Nurse","Konocti Unified School District"
"Medi-Cal Coordinator/Administrative Assistant ","Konocti Unified School District"
"Occupational Therapist","Konocti Unified School District"
"Principal - K-6 and/or 7/8","Konocti Unified School District"
"School Nurse","Konocti Unified School District"
"School Psychologist","Konocti Unified School District"
"Special Education Administrative Assistant","Konocti Unified School District"
"Speech Therapist","Konocti Unified School District"
Teacher,"Konocti Unified School District"
"Teaching Principal","Konocti Unified School District"
"After School (Latchkey) Program Director","Lake County Office of Education"
"Assistant Superintendent/Educational Support Services","Lake County Office of Education"
"Assistant to Family Services Coordinator","Lake County Office of Education"
"At-Risk Youth Services Coordinator","Lake County Office of Education"
"Community School Lead Teacher","Lake County Office of Education"
"Director of Community Schools","Lake County Office of Education"
"Early Home Based Literacy","Lake County Office of Education"
"Employment/Transition Specialist","Lake County Office of Education"
"Executive Director","Lake County Office of Education"
"Family Resource Center Parent Educator/Group Coordinator","Lake County Office of Education"
"Family Resource Centers Program Director","Lake County Office of Education"
"Family Services Coordinator","Lake County Office of Education"
"Family Support Specialist","Lake County Office of Education"
"Foster Youth Services Coordinator","Lake County Office of Education"
"Health Technician III","Lake County Office of Education"
"Healthy Start AmeriCorps Member","Lake County Office of Education"
"Healthy Start Case Manager Assistant ","Lake County Office of Education"
"Healthy Start Family Advocate","Lake County Office of Education"
"Healthy Start Family Svcs./Student Services Coordinator","Lake County Office of Education"
"Healthy Start Health Technician ","Lake County Office of Education"
"Healthy Start Health Technician II","Lake County Office of Education"
"Healthy Start Planning Coordinator","Lake County Office of Education"
"Healthy Start Project Director","Lake County Office of Education"
"Healthy Start Site Supervisor","Lake County Office of Education"
"Lake County SELPA Director ","Lake County Office of Education"
"Lake Court and Community School Lead Teacher","Lake County Office of Education"
"Mental Health Clinician (1, 2, 3, 4)","Lake County Office of Education"
"Preschool Director/Child Care Food Program Director","Lake County Office of Education"
"Preschool/Early Literacy AmeriCorps Member","Lake County Office of Education"
"School Based Services/Medi-Cal Program Director","Lake County Office of Education"
"Secretary I, Healthy Start Program","Lake County Office of Education"
"Site Supervisor/Teacher After School Program","Lake County Office of Education"
"Site Supervisor/Teacher State Preschool","Lake County Office of Education"
"Substance Abuse Counselor","Lake County Office of Education"
"Transition Specialist","Lake County Office of Education"
"Assistant Principal","Lakeport Unified School District"
"Behavior Specialist","Lakeport Unified School District"
"Classroom Teacher","Lakeport Unified School District"
"Director of Fiscal Services","Lakeport Unified School District"
"Director of Special Programs","Lakeport Unified School District"
"Director-Instructional Support Services","Lakeport Unified School District"
"District Counselor/Behaviorist","Lakeport Unified School District"
"District Health Technician","Lakeport Unified School District"
"District Nurse","Lakeport Unified School District"
"District Psychologist","Lakeport Unified School District"
"District Psychologist (Intern)","Lakeport Unified School District"
"Elementary Principal","Lakeport Unified School District"
"Elementary School Health Technician/Clerk","Lakeport Unified School District"
"High School Bookkeeper/Attendance Clerk","Lakeport Unified School District"
"High School Secretary","Lakeport Unified School District"
"High School Vice Principal","Lakeport Unified School District"
"Lead Teacher K-8","Lakeport Unified School District"
"Middle School/High School Supplemental Counselor","Lakeport Unified School District"
"Middle School Principal","Lakeport Unified School District"
"Middle School Vice Principal","Lakeport Unified School District"
"Occupational Therapist","Lakeport Unified School District"
"Principal, Alternative Education Programs","Lakeport Unified School District"
